algorithm,seed,silhouette,mutation_rate,pop_size,inertia_weight,n_particles,evaporation_rate,n_ants
PSO,12,0.30764083367619466,,,0.9,40.0,,
PSO,13,0.3593610286435666,,,0.9,40.0,,
PSO,14,-1.0,,,0.9,40.0,,
PSO,15,0.3552800672834701,,,0.9,40.0,,
PSO,16,-1.0,,,0.9,40.0,,
PSO,17,0.3491698900161768,,,0.9,40.0,,
PSO,18,0.24859498457396473,,,0.9,40.0,,
PSO,19,0.34502977758062636,,,0.9,40.0,,
PSO,20,0.14302574710938828,,,0.9,40.0,,
PSO,21,0.3050502644475961,,,0.9,40.0,,
PSO,22,0.14376324814862243,,,0.9,40.0,,
PSO,23,0.3252091685252634,,,0.9,40.0,,
PSO,24,0.353483602923908,,,0.9,40.0,,
PSO,25,0.1582680668160639,,,0.9,40.0,,
PSO,26,0.17633929610095836,,,0.9,40.0,,
PSO,27,0.2031851066994313,,,0.9,40.0,,
PSO,28,0.11485940012307233,,,0.9,40.0,,
PSO,29,0.07818226131327771,,,0.9,40.0,,
ACO,0,0.35769392059218036,,,,,0.3,10.0
ACO,1,0.3589628662090984,,,,,0.3,10.0
ACO,2,0.3593641724070569,,,,,0.3,10.0
ACO,3,0.35944409042187786,,,,,0.3,10.0
ACO,4,0.3589628662090984,,,,,0.3,10.0
ACO,5,0.35947705172322686,,,,,0.3,10.0
ACO,6,0.35847950878994356,,,,,0.3,10.0
ACO,7,0.35947705172322686,,,,,0.3,10.0
ACO,8,0.35944409042187786,,,,,0.3,10.0
ACO,9,0.3593438513010659,,,,,0.3,10.0
ACO,10,0.35819946675764164,,,,,0.3,10.0
ACO,11,0.3580054270540883,,,,,0.3,10.0
ACO,12,0.3574044317660464,,,,,0.3,10.0
ACO,13,0.35944409042187786,,,,,0.3,10.0
ACO,14,0.35830244567961406,,,,,0.3,10.0
ACO,15,0.3580054270540883,,,,,0.3,10.0
ACO,16,0.35805271993836724,,,,,0.3,10.0
ACO,17,0.3595313549783144,,,,,0.3,10.0
ACO,18,0.35947705172322686,,,,,0.3,10.0
ACO,19,0.35847283496720417,,,,,0.3,10.0
ACO,20,0.35944409042187786,,,,,0.3,10.0
ACO,21,0.35947705172322686,,,,,0.3,10.0
ACO,22,0.3593661931588268,,,,,0.3,10.0
ACO,23,0.35944409042187786,,,,,0.3,10.0
ACO,24,0.3593641724070569,,,,,0.3,10.0
ACO,25,0.35947705172322686,,,,,0.3,10.0
ACO,26,0.35947705172322686,,,,,0.3,10.0
ACO,27,0.35847283496720417,,,,,0.3,10.0
ACO,28,0.35944409042187786,,,,,0.3,10.0
ACO,29,0.3593661931588268,,,,,0.3,10.0
ACO,0,0.3593438513010659,,,,,0.3,20.0
ACO,1,0.3589628662090984,,,,,0.3,20.0
ACO,2,0.35944409042187786,,,,,0.3,20.0
ACO,3,0.35947705172322686,,,,,0.3,20.0
ACO,4,0.3589628662090984,,,,,0.3,20.0
ACO,5,0.35947705172322686,,,,,0.3,20.0
ACO,6,0.3593641724070569,,,,,0.3,20.0
ACO,7,0.35944409042187786,,,,,0.3,20.0
ACO,8,0.35947705172322686,,,,,0.3,20.0
ACO,9,0.35947705172322686,,,,,0.3,20.0
ACO,10,0.3589628662090984,,,,,0.3,20.0
ACO,11,0.35876416159993724,,,,,0.3,20.0
ACO,12,0.35944409042187786,,,,,0.3,20.0
ACO,13,0.3593438513010659,,,,,0.3,20.0
ACO,14,0.35944409042187786,,,,,0.3,20.0
ACO,15,0.35947705172322686,,,,,0.3,20.0
ACO,16,0.35847950878994356,,,,,0.3,20.0
ACO,17,0.3595313549783144,,,,,0.3,20.0
ACO,18,0.35947705172322686,,,,,0.3,20.0
ACO,19,0.35947705172322686,,,,,0.3,20.0
ACO,20,0.35947705172322686,,,,,0.3,20.0
ACO,21,0.3593438513010659,,,,,0.3,20.0
ACO,22,0.35947705172322686,,,,,0.3,20.0
ACO,23,0.35944409042187786,,,,,0.3,20.0
ACO,24,0.35952038374773243,,,,,0.3,20.0
ACO,25,0.35944409042187786,,,,,0.3,20.0
ACO,26,0.35944409042187786,,,,,0.3,20.0
ACO,27,0.35944409042187786,,,,,0.3,20.0
ACO,28,0.3593661931588268,,,,,0.3,20.0
ACO,29,0.3593641724070569,,,,,0.3,20.0
ACO,0,0.35944409042187786,,,,,0.3,30.0
ACO,1,0.35944409042187786,,,,,0.3,30.0
ACO,2,0.35947705172322686,,,,,0.3,30.0
ACO,3,0.35947705172322686,,,,,0.3,30.0
ACO,4,0.3593438513010659,,,,,0.3,30.0
ACO,5,0.35947705172322686,,,,,0.3,30.0
ACO,6,0.3593641724070569,,,,,0.3,30.0
ACO,7,0.35947705172322686,,,,,0.3,30.0
ACO,8,0.35944409042187786,,,,,0.3,30.0
ACO,9,0.35947705172322686,,,,,0.3,30.0
ACO,10,0.35944409042187786,,,,,0.3,30.0
ACO,11,0.35847950878994356,,,,,0.3,30.0
ACO,12,0.35944409042187786,,,,,0.3,30.0
ACO,13,0.35952038374773243,,,,,0.3,30.0
ACO,14,0.35944409042187786,,,,,0.3,30.0
ACO,15,0.3596957982799809,,,,,0.3,30.0
ACO,16,0.3593438513010659,,,,,0.3,30.0
ACO,17,0.3593641724070569,,,,,0.3,30.0
ACO,18,0.35947705172322686,,,,,0.3,30.0
ACO,19,0.35947705172322686,,,,,0.3,30.0
ACO,20,0.35952038374773243,,,,,0.3,30.0
ACO,21,0.35947705172322686,,,,,0.3,30.0
ACO,22,0.35944409042187786,,,,,0.3,30.0
ACO,23,0.35947705172322686,,,,,0.3,30.0
ACO,24,0.35952038374773243,,,,,0.3,30.0
ACO,25,0.35947705172322686,,,,,0.3,30.0
ACO,26,0.35947705172322686,,,,,0.3,30.0
ACO,27,0.35947705172322686,,,,,0.3,30.0
ACO,28,0.35944409042187786,,,,,0.3,30.0
ACO,29,0.35944409042187786,,,,,0.3,30.0
ACO,0,0.3577979346245759,,,,,0.5,10.0
ACO,1,0.35113882697361193,,,,,0.5,10.0
ACO,2,0.3593641724070569,,,,,0.5,10.0
ACO,3,0.358574688750043,,,,,0.5,10.0
ACO,4,0.35935118549309464,,,,,0.5,10.0
ACO,5,0.3589628662090984,,,,,0.5,10.0
ACO,6,0.35847950878994356,,,,,0.5,10.0
ACO,7,0.35947705172322686,,,,,0.5,10.0
ACO,8,0.35674264345986745,,,,,0.5,10.0
ACO,9,0.35944409042187786,,,,,0.5,10.0
ACO,10,0.357909300010255,,,,,0.5,10.0
ACO,11,0.35732436014971347,,,,,0.5,10.0
ACO,12,0.35830244567961406,,,,,0.5,10.0
ACO,13,0.35847950878994356,,,,,0.5,10.0
ACO,14,0.35695574294756127,,,,,0.5,10.0
ACO,15,0.3583719537004781,,,,,0.5,10.0
ACO,16,0.35830244567961406,,,,,0.5,10.0
ACO,17,0.3593641724070569,,,,,0.5,10.0
ACO,18,0.35881346365281586,,,,,0.5,10.0
ACO,19,0.35847950878994356,,,,,0.5,10.0
ACO,20,0.3590798780232927,,,,,0.5,10.0
ACO,21,0.3580054270540883,,,,,0.5,10.0
ACO,22,0.35947705172322686,,,,,0.5,10.0
ACO,23,0.35944409042187786,,,,,0.5,10.0
ACO,24,0.35947705172322686,,,,,0.5,10.0
ACO,25,0.3581840658811746,,,,,0.5,10.0
ACO,26,0.35876416159993724,,,,,0.5,10.0
ACO,27,0.3580054270540883,,,,,0.5,10.0
ACO,28,0.35706686868026083,,,,,0.5,10.0
ACO,29,0.35880977401117803,,,,,0.5,10.0
ACO,0,0.35944409042187786,,,,,0.5,20.0
ACO,1,0.3589628662090984,,,,,0.5,20.0
ACO,2,0.35944409042187786,,,,,0.5,20.0
ACO,3,0.35944409042187786,,,,,0.5,20.0
ACO,4,0.3589628662090984,,,,,0.5,20.0
ACO,5,0.35947705172322686,,,,,0.5,20.0
ACO,6,0.35847950878994356,,,,,0.5,20.0
ACO,7,0.35944409042187786,,,,,0.5,20.0
ACO,8,0.35944409042187786,,,,,0.5,20.0
ACO,9,0.35944409042187786,,,,,0.5,20.0
ACO,10,0.3589628662090984,,,,,0.5,20.0
ACO,11,0.35847950878994356,,,,,0.5,20.0
ACO,12,0.35947705172322686,,,,,0.5,20.0
ACO,13,0.35944409042187786,,,,,0.5,20.0
ACO,14,0.35830244567961406,,,,,0.5,20.0
ACO,15,0.35847775392221043,,,,,0.5,20.0
ACO,16,0.3579234303882264,,,,,0.5,20.0
ACO,17,0.3595989301252757,,,,,0.5,20.0
ACO,18,0.35947705172322686,,,,,0.5,20.0
ACO,19,0.35847950878994356,,,,,0.5,20.0
ACO,20,0.35947705172322686,,,,,0.5,20.0
ACO,21,0.3593438513010659,,,,,0.5,20.0
ACO,22,0.35947705172322686,,,,,0.5,20.0
ACO,23,0.35947705172322686,,,,,0.5,20.0
ACO,24,0.35947705172322686,,,,,0.5,20.0
ACO,25,0.35947705172322686,,,,,0.5,20.0
ACO,26,0.35947705172322686,,,,,0.5,20.0
ACO,27,0.35944409042187786,,,,,0.5,20.0
ACO,28,0.3593641724070569,,,,,0.5,20.0
ACO,29,0.3593661931588268,,,,,0.5,20.0
ACO,0,0.35944409042187786,,,,,0.5,30.0
ACO,1,0.3589628662090984,,,,,0.5,30.0
ACO,2,0.35944409042187786,,,,,0.5,30.0
ACO,3,0.35944409042187786,,,,,0.5,30.0
ACO,4,0.3589628662090984,,,,,0.5,30.0
ACO,5,0.3593641724070569,,,,,0.5,30.0
ACO,6,0.35947705172322686,,,,,0.5,30.0
ACO,7,0.35944409042187786,,,,,0.5,30.0
ACO,8,0.35947705172322686,,,,,0.5,30.0
ACO,9,0.35947705172322686,,,,,0.5,30.0
ACO,10,0.3589628662090984,,,,,0.5,30.0
ACO,11,0.35847950878994356,,,,,0.5,30.0
ACO,12,0.35944409042187786,,,,,0.5,30.0
ACO,13,0.35944409042187786,,,,,0.5,30.0
ACO,14,0.35947705172322686,,,,,0.5,30.0
ACO,15,0.3591513558034666,,,,,0.5,30.0
ACO,16,0.35876416159993724,,,,,0.5,30.0
ACO,17,0.3595313549783144,,,,,0.5,30.0
ACO,18,0.35947705172322686,,,,,0.5,30.0
ACO,19,0.35947705172322686,,,,,0.5,30.0
ACO,20,0.35947705172322686,,,,,0.5,30.0
ACO,21,0.3593438513010659,,,,,0.5,30.0
ACO,22,0.35947705172322686,,,,,0.5,30.0
ACO,23,0.35944409042187786,,,,,0.5,30.0
ACO,24,0.3595313549783144,,,,,0.5,30.0
ACO,25,0.35947705172322686,,,,,0.5,30.0
ACO,26,0.35947705172322686,,,,,0.5,30.0
ACO,27,0.35944409042187786,,,,,0.5,30.0
ACO,28,0.35944409042187786,,,,,0.5,30.0
ACO,29,0.35944409042187786,,,,,0.5,30.0
ACO,0,0.3576141426760786,,,,,0.7,10.0
ACO,1,0.35084603454023794,,,,,0.7,10.0
ACO,2,0.35706686868026083,,,,,0.7,10.0
ACO,3,0.3589628662090984,,,,,0.7,10.0
ACO,4,0.3589628662090984,,,,,0.7,10.0
ACO,5,0.3591885783105057,,,,,0.7,10.0
ACO,6,0.35777385711648885,,,,,0.7,10.0
ACO,7,0.35947705172322686,,,,,0.7,10.0
ACO,8,0.3567491424351425,,,,,0.7,10.0
ACO,9,0.358111614770896,,,,,0.7,10.0
ACO,10,0.357909300010255,,,,,0.7,10.0
ACO,11,0.3582964823196282,,,,,0.7,10.0
ACO,12,0.3572109594578396,,,,,0.7,10.0
ACO,13,0.35830244567961406,,,,,0.7,10.0
ACO,14,0.3554374610958483,,,,,0.7,10.0
ACO,15,0.3580242698954717,,,,,0.7,10.0
ACO,16,0.35830244567961406,,,,,0.7,10.0
ACO,17,0.3593641724070569,,,,,0.7,10.0
ACO,18,0.35838035311641425,,,,,0.7,10.0
ACO,19,0.35578896324639575,,,,,0.7,10.0
ACO,20,0.3590798780232927,,,,,0.7,10.0
ACO,21,0.35542738163037013,,,,,0.7,10.0
ACO,22,0.35944409042187786,,,,,0.7,10.0
ACO,23,0.3593438513010659,,,,,0.7,10.0
ACO,24,0.35952038374773243,,,,,0.7,10.0
ACO,25,0.35786706047129074,,,,,0.7,10.0
ACO,26,0.35830244567961406,,,,,0.7,10.0
ACO,27,0.3555036145688848,,,,,0.7,10.0
ACO,28,0.3568230865263831,,,,,0.7,10.0
ACO,29,0.3562284926305713,,,,,0.7,10.0
ACO,0,0.35769392059218036,,,,,0.7,20.0
ACO,1,0.3589628662090984,,,,,0.7,20.0
ACO,2,0.3593641724070569,,,,,0.7,20.0
ACO,3,0.35944409042187786,,,,,0.7,20.0
ACO,4,0.3589628662090984,,,,,0.7,20.0
ACO,5,0.35947705172322686,,,,,0.7,20.0
ACO,6,0.35847950878994356,,,,,0.7,20.0
ACO,7,0.35944409042187786,,,,,0.7,20.0
ACO,8,0.35944409042187786,,,,,0.7,20.0
ACO,9,0.3593438513010659,,,,,0.7,20.0
ACO,10,0.35819946675764164,,,,,0.7,20.0
ACO,11,0.3580054270540883,,,,,0.7,20.0
ACO,12,0.3593641724070569,,,,,0.7,20.0
ACO,13,0.35944409042187786,,,,,0.7,20.0
ACO,14,0.35847950878994356,,,,,0.7,20.0
ACO,15,0.3582964823196282,,,,,0.7,20.0
ACO,16,0.3579234303882264,,,,,0.7,20.0
ACO,17,0.3595313549783144,,,,,0.7,20.0
ACO,18,0.35947705172322686,,,,,0.7,20.0
ACO,19,0.35847950878994356,,,,,0.7,20.0
ACO,20,0.35947705172322686,,,,,0.7,20.0
ACO,21,0.35947705172322686,,,,,0.7,20.0
ACO,22,0.35947705172322686,,,,,0.7,20.0
ACO,23,0.35847950878994356,,,,,0.7,20.0
ACO,24,0.35947705172322686,,,,,0.7,20.0
ACO,25,0.35944409042187786,,,,,0.7,20.0
ACO,26,0.35947705172322686,,,,,0.7,20.0
ACO,27,0.3564341893573337,,,,,0.7,20.0
ACO,28,0.3595313549783144,,,,,0.7,20.0
ACO,29,0.35947705172322686,,,,,0.7,20.0
ACO,0,0.3593438513010659,,,,,0.7,30.0
ACO,1,0.3589628662090984,,,,,0.7,30.0
ACO,2,0.35935118549309464,,,,,0.7,30.0
ACO,3,0.35947705172322686,,,,,0.7,30.0
ACO,4,0.3589628662090984,,,,,0.7,30.0
ACO,5,0.35947705172322686,,,,,0.7,30.0
ACO,6,0.35947705172322686,,,,,0.7,30.0
ACO,7,0.35944409042187786,,,,,0.7,30.0
ACO,8,0.35944409042187786,,,,,0.7,30.0
ACO,9,0.35944409042187786,,,,,0.7,30.0
ACO,10,0.35888675450714524,,,,,0.7,30.0
ACO,11,0.35847950878994356,,,,,0.7,30.0
ACO,12,0.35947705172322686,,,,,0.7,30.0
ACO,13,0.35944409042187786,,,,,0.7,30.0
ACO,14,0.35944409042187786,,,,,0.7,30.0
ACO,15,0.35888675450714524,,,,,0.7,30.0
ACO,16,0.35830244567961406,,,,,0.7,30.0
ACO,17,0.3595313549783144,,,,,0.7,30.0
ACO,18,0.3593438513010659,,,,,0.7,30.0
ACO,19,0.35947705172322686,,,,,0.7,30.0
ACO,20,0.35947705172322686,,,,,0.7,30.0
ACO,21,0.3596957982799809,,,,,0.7,30.0
ACO,22,0.3593438513010659,,,,,0.7,30.0
ACO,23,0.35944409042187786,,,,,0.7,30.0
ACO,24,0.3595989301252757,,,,,0.7,30.0
ACO,25,0.35944409042187786,,,,,0.7,30.0
ACO,26,0.35944409042187786,,,,,0.7,30.0
ACO,27,0.35944409042187786,,,,,0.7,30.0
ACO,28,0.35947705172322686,,,,,0.7,30.0
ACO,29,0.35876416159993724,,,,,0.7,30.0
